Kids,HouseholdSize,Sex,Vehicles,Food,Housing,Alcohol,Debt,income_category
0,1,female,1,58.086,342.85,16.13,108.751,Medium
0,1,female,1,42.648,331.37,18.481,63.375,Medium
0,1,male,0,46.56,259.93,17.03,55.018,Medium
2,4,male,2,59.039,292.72,18.865,51.912,Medium
1,3,male,3,55.899,382.84,11.963,53.935,Medium
0,2,male,1,65.436,401.77,12.539,22.592,Medium
0,1,female,1,28.387,314.37,19.485,34.967,Medium
1,2,female,2,82.07,313.77,14.725,41.804,Medium
1,2,male,1,46.719,283.38,21.326,72.153,Medium
0,1,female,1,61.185,389.32,16.01,0,Low
0,2,male,1,70.32,408.82,14.658,60.847,Medium
0,1,male,3,52.407,313.15,13.798,39.829,Medium
4,6,male,1,57.587,293.14,19.173,63.321,High
0,2,female,1,52.858,327.95,23.419,60.884,Low
0,2,female,1,53.225,292.49,17.434,44.018,Medium
1,3,male,1,73.995,331.23,20.167,52.247,Medium
0,1,male,1,60.934,309.73,17.368,72.05,Low
0,1,male,1,63.752,376.04,18.829,78.791,Low
2,4,female,2,49.14,390.58,16.776,52.491,Medium
2,3,female,2,50.625,277.56,14.985,96.633,Low
0,2,female,0,49.087,333.09,16.166,0,Medium
0,2,male,1,45.534,288.82,15.184,65.052,Medium
1,4,male,0,57.137,280.95,16.658,48.855,Medium
0,3,male,1,70.881,321.28,21.06,68.788,Medium
0,1,male,0,53.633,327.75,15.096,70.064,Medium
0,1,female,0,61.467,329.36,12.72,38.87,Low
2,4,male,1,43.924,278.95,18.947,87.314,Medium
0,4,male,1,60.115,308.04,16.752,87.932,Medium
0,2,male,0,34.645,254.9,14.462,74.21,Medium
0,2,male,1,49.053,276.35,14.945,61.334,Medium
0,1,female,0,59.355,316,13.461,57.517,Low
1,4,male,2,58.679,296.56,18.132,50.144,Medium
2,4,male,1,53.004,341.01,12.65,43.257,Medium
0,1,female,1,76.275,346.29,16.038,40.934,Low
0,2,male,2,57.631,337.06,19.541,80.235,High
0,1,male,0,67.807,339.76,18.945,75.089,Low
2,4,female,1,54.84,277.4,22.328,84.225,Medium
0,2,male,0,43.324,270.73,18.533,79.579,High
0,3,male,0,72.173,337.69,21.229,50.823,Medium
0,2,female,1,66.407,324.14,21.315,113.686,Medium
1,2,male,0,67.319,330.96,18.512,120.12,Low
2,4,male,1,51.761,283.58,17.562,54.323,High
0,1,male,1,30.924,288.21,13.649,48.655,Low
2,4,male,2,45.048,244.66,15.129,71.262,Medium
3,5,female,0,50.729,270.94,19.089,NA,Medium
0,1,female,1,68.901,301.22,20.258,52.874,Low
0,2,male,3,42.286,311.8,14.947,58.878,Medium
0,2,female,1,68.477,276.04,12.616,21.898,High
2,4,male,0,42.783,279.9,18.389,84.472,Medium
0,3,male,1,64.658,404.59,19.127,59.612,Medium
0,1,male,0,44.742,285.61,15.604,59.768,Medium
0,2,female,2,75.601,306.64,20.256,85.925,Medium
0,1,female,2,40.204,455.06,15.559,63.44,Low
0,1,female,0,51.325,412.83,21.174,70.324,Low
0,1,male,1,58.196,341.99,17.289,69.346,Low
2,4,male,2,74.858,321.01,15.836,36.897,Medium
2,4,male,2,62.712,266.57,14.586,65.544,Medium
0,2,male,1,39.066,258.16,17.696,71.656,Medium
2,4,male,1,62.597,318.95,23.345,56.526,Medium
3,5,female,1,51.932,244.82,11.187,38.865,Medium
0,2,male,2,61.488,296.66,13.538,28.466,Medium
0,1,female,2,53.336,368.77,15.577,33.269,Medium
2,4,female,1,72.014,364.49,18.379,35.85,Medium
4,6,female,0,93.409,407.57,17.643,28.01,High
0,2,male,0,76.82,345.89,19.88,59.069,Medium
1,5,male,0,51.888,339.94,12.176,49.415,Medium
0,1,female,1,84.698,407.51,14.969,69.43,Low
0,2,male,1,53.825,294.99,17.897,42.017,Medium
0,1,female,1,41.321,261.22,14.482,49.895,Low
0,2,female,1,64.299,565.24,17.374,69.444,High
0,2,female,2,64.924,404.73,18.696,51.796,Medium
0,1,female,2,45.977,288.53,17.151,NA,Low
0,2,female,0,53.012,360.18,15.563,76.939,Medium
0,2,female,0,64.478,276.08,14.603,85.106,Medium
0,2,male,0,28.841,200.62,21.235,49.892,Medium
1,2,female,0,55.775,273.43,16.455,48.071,Low
2,4,male,0,62.979,386.48,18.857,44.815,Medium
0,1,female,1,32.568,226.33,16.269,30.346,Medium
0,1,female,0,86.734,330.41,17.817,68.049,Low
0,1,female,0,31.54,294.52,14.123,39.224,Low
1,3,male,2,61.916,408.13,10.647,60.441,Medium
2,4,male,2,46.086,281.74,18.429,55.746,Medium
0,1,female,0,58.945,269.93,13.137,52.237,Low
0,1,male,2,51.266,341.91,17.959,73.86,Low
1,3,male,0,60.619,431.48,12.794,45.008,Medium
0,2,female,1,78.766,311.12,18.582,57.205,Medium
2,4,male,1,61.147,347.07,17.285,54.818,Medium
2,3,female,2,61.945,315.98,12.402,0,Medium
1,2,female,4,64.179,413.83,19.462,47.018,High
0,2,male,2,68.246,250.13,14.926,57.501,Medium
0,1,female,1,39.557,299.92,17.696,0,Medium
1,3,female,0,68.918,298.21,20.462,49.21,Medium
0,1,male,1,45.543,357.84,17.71,0,Low
0,2,male,1,58.62,335.91,16.432,58.291,Low
0,1,male,0,58.403,354.71,16.415,80.875,Low
3,5,male,0,72.349,367.32,15.674,0,Medium
0,1,female,2,60.413,271.51,15.285,35.037,Low
0,1,female,1,60.687,269.2,15.733,57.975,Low
2,4,male,4,40.579,274.86,12.017,58.495,Medium
1,3,male,1,41.486,251.86,19.494,65.956,Medium
2,4,female,3,46.357,253.49,16.593,60,Medium
1,2,female,2,74.978,319.73,13.227,35.669,Low
1,2,female,0,64.645,316.78,18.655,72.962,Medium
0,2,male,1,69.843,413.37,20.488,60.325,Medium
2,4,male,1,73.657,334.94,16.164,46.315,Medium
0,1,female,1,66.934,386.56,9.505,64.039,Medium
0,2,female,1,54.179,342.92,12.371,46.164,Medium
0,2,male,0,62.31,321.54,11.931,47.195,Medium
0,3,male,0,61.714,375.09,13.497,39.563,Medium
2,4,male,3,63.728,309.97,11.966,45.608,High
0,1,female,1,58.08,310.88,19.62,72.535,Low
0,2,male,0,43.496,304.16,12.569,49.719,High
2,4,female,1,45.473,344.36,13.814,63.062,High
2,4,male,1,65.718,392.08,16.408,63.38,Medium
1,3,female,1,53.635,358.25,11.811,56.324,Medium
0,2,male,1,77.765,353.9,21.576,73.309,Medium
0,1,male,3,43.629,300.83,23.35,91.151,Low
0,2,male,1,61.075,337.45,18.551,60.779,Medium
2,4,female,0,51.857,372.21,20.906,86.135,Medium
0,1,female,1,69.779,347.94,11.499,26.888,Low
0,1,female,1,58.991,284.45,12.216,35.176,Low
0,2,male,2,56.778,353.19,12.966,56.153,High
0,1,male,0,66.109,316.4,19.829,77.929,Low
2,4,male,3,67.854,293.34,12.412,53.296,Medium
0,2,male,0,37.837,315.08,11.315,65.144,Medium
0,3,female,1,59.949,416.13,22.812,41.403,Medium
0,2,male,1,40.809,328.78,20.534,105.971,Medium
1,3,male,1,73.652,329.93,17.175,51.899,Medium
4,10,male,0,48.603,303.18,11.499,49.469,Medium
0,2,male,1,84.785,318.89,15.673,60.179,Medium
2,3,female,1,46.498,242.8,21.213,61.991,Low
1,2,female,2,58.896,308.31,12.458,73.668,Low
2,6,female,1,63.381,384,12.257,71.106,Medium
0,2,male,1,62.884,302.26,20.445,64.276,Medium
0,2,male,2,74.989,313.6,18.261,40.6,Medium
2,4,male,1,67.442,361.56,16.965,64.29,Medium
0,2,male,1,59.582,317.86,14.625,71.973,Low
0,2,female,1,63.96,382.13,15.978,63.229,Medium
0,1,female,1,52.241,323.2,14.906,66.103,Low
0,2,male,1,44.231,342.24,16.678,48.384,Low
0,2,male,2,59.347,297.16,22.482,42.091,Low
0,1,female,0,47.3,260.59,13.569,60.786,Low
0,2,male,1,54.537,261.37,19.168,52.611,Medium
0,2,male,0,68.899,304.1,19.099,97.2,Medium
2,4,male,0,62.942,281.95,19.16,59.282,Low
0,2,male,1,54.491,378.63,16.909,38.253,Medium
1,3,female,2,63.367,304.18,16.069,58.614,Medium
0,2,male,0,47.441,237.04,17.005,69.185,Low
0,2,male,0,53.978,349.32,16.784,50.204,Medium
0,2,male,0,67.793,288.32,20.641,138.196,Medium
2,4,male,4,59.284,258.03,22.807,55.379,High
0,2,male,1,46.111,329.68,19.186,52.291,Medium
3,5,female,1,54.362,319.1,18.035,63.159,Medium
0,2,male,1,42.619,194.26,18.474,77.528,Medium
0,2,male,1,51.546,245.22,12.973,42.979,Medium
2,4,male,1,50.703,266.83,16.849,47.802,Medium
0,2,female,0,56.349,277.91,15.257,77.156,High
0,2,female,1,59.474,288.04,18.666,76.67,Low
0,1,male,0,44.347,267.46,16.357,34.123,Medium
2,4,male,1,59.4,236.92,17.379,58.722,Medium
0,4,male,0,71.001,239.08,17.918,56.202,Medium
0,1,male,2,59.541,338.34,22.579,72.495,Low
4,6,male,2,36.523,238.44,19.744,41.085,High
4,5,female,1,66.079,328.24,18.451,0,Medium
0,4,female,2,64.265,354.44,12.059,46.667,Medium
0,1,female,1,55.557,287.8,8.881,67.055,Medium
1,3,male,1,81.187,341.45,17.279,48.663,Medium
0,2,male,1,62.085,281.07,14.225,56.294,Medium
1,2,female,1,41.308,278.93,16.56,52.957,Low
2,4,male,2,55.681,458.44,17.98,50.74,Low
0,1,male,2,63.411,392.36,19.215,95.447,Medium
0,1,female,0,51.38,257.48,17.656,74.844,Low
1,2,male,1,66.526,449.05,20.581,79.592,Low
2,4,male,2,38.868,278.94,16.252,19.436,Medium
0,3,female,2,52.083,307.51,21.634,61.684,High
0,2,male,1,80.612,358.53,17.652,84.664,Medium
0,1,female,2,57.866,321.33,20.852,56.012,Low
2,4,male,1,41.362,273.74,19.422,55.721,Medium
0,2,male,1,47.418,339.71,11.953,79.154,Low
2,4,male,1,60.345,281.89,14.901,49.858,Medium
1,3,male,1,66.141,377.32,18.805,74.449,High
0,4,male,0,61.836,316.88,14.196,69.484,High
2,4,male,0,56.641,371.5,14.847,115.928,Medium
2,4,male,0,69.529,373.23,24.146,76.699,Low
3,5,female,1,75.029,288.88,16.635,48.678,Medium
0,2,male,2,47.107,313.61,16.25,0,Medium
0,4,male,1,47.712,405.66,15.48,67.684,High
0,2,female,2,44.108,289.31,19.421,70.372,Medium
2,4,female,2,77.185,274.03,21.452,70.741,Medium
0,2,male,1,66.162,295.58,16.493,96.124,Low
1,4,male,0,54.044,360.41,19.766,55.439,Medium
0,1,male,0,41.741,270.14,14.912,56.738,Low
0,2,male,1,53.316,307.65,20.469,64.369,Medium
0,1,male,0,54.357,317.65,21.583,81.812,Medium
0,2,male,1,45.717,365.29,15.403,53.258,Medium
0,1,male,1,54.918,265.52,17.491,38.129,Low
0,1,female,1,77.88,354.95,16.983,67.73,Low
3,5,male,2,49.783,284.39,12.191,68.49,Medium
0,1,female,0,69.469,312.36,17.449,87.195,Medium
0,2,female,1,46.918,233.09,23.793,43.536,Medium
1,4,male,1,61.126,304.17,17.843,47.197,Medium
0,1,female,0,52.127,342.21,18.408,64.347,Low
0,2,male,0,58.472,407.48,11.494,69.311,Medium
0,2,female,1,44.091,291.32,14.593,36.609,Medium
0,1,male,1,54.127,328.22,11.809,49.527,Low
0,1,female,2,70.64,298.15,17.205,35.256,Low
1,5,male,1,37.356,243.69,14.332,43.421,Medium
2,4,male,1,56.768,315.4,20.37,82.31,High
0,1,male,1,57.891,311.78,20.148,40.335,Low
0,2,male,0,61.732,410,14.303,67.93,High
0,1,female,1,44.82,295.26,19.228,48.977,Medium
0,2,male,3,34.24,302.87,18.141,71.907,Medium
0,3,male,2,57.647,366.19,17.179,71.112,Medium
3,5,male,2,53.863,200.06,10.232,41.144,High
0,2,male,2,61.865,365.92,15.747,65.477,Low
0,2,male,1,52.797,298.27,21.582,57.39,Medium
0,3,male,0,48.129,274.32,18.558,72.449,Medium
2,4,male,2,40.031,268.05,22.92,77.931,High
0,2,female,2,68.485,255.49,20.737,54.863,High
0,1,female,1,82.513,342.77,20.494,57.605,Low
0,1,female,1,76.931,381.04,13.77,32.764,Low
0,2,male,1,56.567,218.2,14.911,76.506,Medium
0,3,male,2,56.08,242.84,12.438,62.261,Medium
0,1,male,0,64.981,275.57,19.093,44.723,Low
0,2,male,0,41.783,302.25,14.239,53.849,High
0,1,male,1,28.935,349.13,17.674,65.491,Low
2,4,male,1,40.851,267.64,21.549,46.481,High
2,3,female,1,50.865,280.43,21.222,76.278,Low
0,2,male,1,55.982,309.15,15.15,58.739,High
0,4,male,1,53.411,245.59,16.482,50.871,Medium
0,2,male,0,54.262,329.57,14.875,54.13,Low
0,1,female,0,70.559,276.76,16.897,51.076,Medium
3,5,female,2,79.768,297.88,15.944,33.273,Medium
2,4,male,5,68.733,383.29,19.399,62.393,Medium
0,1,female,2,49.403,344.03,14.481,47.23,Low
2,4,male,0,59.153,291.86,16.364,51.617,Low
1,3,male,0,45.16,301.48,18.238,72.99,Low
0,1,male,1,51.563,263.68,8.646,68.193,Medium
2,5,female,1,48.428,361.31,15.166,0,Low
0,1,female,1,65.288,432.51,19.73,129.932,Low
0,1,male,3,69.036,341.7,16.182,56.52,Low
2,3,female,1,61.181,261.21,17.928,65.226,Medium
2,4,male,2,52.456,354.57,11.962,46.803,Medium
0,2,male,0,36.058,225.63,16.914,58.569,High
2,4,male,2,54.3,287.24,20.405,69.47,Medium
0,2,female,2,51.346,304.77,21.519,58.133,High
0,3,female,1,58.294,316.51,14.874,59.184,Medium
2,4,male,1,56.119,344.46,24.545,85.266,Medium
0,1,female,1,61.449,437.11,14.715,50.012,Low
0,1,female,1,45.794,326.27,11.567,54.796,Low
0,2,male,0,62.908,269.44,13.573,37.927,Medium
0,2,male,2,46.786,423.5,25.141,42.908,Low
0,2,female,2,56.117,405.1,11.025,0,Medium
0,2,male,2,47.183,294.52,13.189,62.148,Medium
0,1,female,0,74.728,263.21,17.79,65.191,Low
0,1,female,0,59.331,276.15,19.737,41.706,Low
0,2,female,2,33.789,272.71,12.179,46.03,Low
1,2,female,1,47.743,378.43,15.9,64.048,Medium
0,2,male,2,70.964,357.41,11.56,76.95,Medium
4,8,male,1,79.882,304.66,16.005,46.934,Medium
0,2,male,1,57.344,298.14,14.863,64.847,Low
1,2,female,0,31.772,275.36,16.852,69.515,Low
0,2,male,1,46.081,305.32,20.147,59.902,Low
0,1,female,2,69.531,298.47,23.275,55.69,Low
0,2,male,1,81.642,316.27,20.749,53.773,Medium
1,2,female,1,59.553,310.48,18.537,97.963,Low
0,2,female,0,32.726,257.85,21.093,77.405,Low
0,2,female,1,49.328,276.9,14.093,75.138,Medium
0,2,male,0,64.216,332.16,20.712,56.572,Medium
0,2,male,0,61.544,439.54,13.383,73.872,Low
0,2,male,1,63.235,371.97,14.451,49.38,Medium
0,1,female,2,53.321,269.52,22.505,44.208,Low
0,1,female,1,59.216,274.48,19.448,40.916,Low
0,1,female,0,58.186,318.46,19.146,99.338,Low
0,1,female,1,68.081,303.32,17.21,76.694,Medium
2,4,male,0,58.687,339.69,17.519,46.963,Medium
0,2,male,1,50.64,298.15,19.334,78.924,Medium
1,4,male,0,63.323,281.84,14.018,74.899,High
0,2,male,2,55.681,278.58,12.64,41.937,High
3,7,male,1,79.54,300.85,17.75,56.972,Medium
3,5,female,0,66.462,237.15,19.541,48.53,Medium
0,1,female,1,54.186,388.1,16.787,83.179,Medium
0,4,male,1,59.877,378.76,16.365,49.634,High
1,3,male,1,69.665,549.77,14.349,39.244,High
2,4,male,1,43.077,300.32,14.741,47.134,Medium
0,2,male,1,66.521,276.67,16.283,68.89,Medium
0,2,male,1,87.017,372.69,12.087,62.18,Medium
3,5,male,0,45.14,282.47,20.381,94.865,Medium
1,4,female,1,70.466,279.95,15.38,73.209,Medium
0,2,male,1,50.406,346.08,15.076,52.616,Medium
1,3,male,1,87.669,401.99,22.148,62.477,Medium
2,4,male,2,45.457,383.29,17.497,83.514,Medium
0,1,male,0,77.87,341.58,17.34,54.515,Medium
0,2,female,1,56.724,274.69,15.042,58.425,Medium
0,1,female,1,51.532,312.94,19.647,69.455,Medium
0,1,male,1,44.514,324.26,13.075,78.192,Medium
0,2,male,1,45.06,339.17,15.141,66.111,Medium
0,6,female,0,69.051,323.02,19.989,86.471,Medium
0,1,female,0,50.432,259.62,15.107,68.32,Low
0,2,female,1,85.433,374.3,11.441,75.674,Medium
2,4,male,1,52.28,459.8,16.668,55.938,Medium
0,2,male,1,33.845,312.29,18.292,58.974,High
1,3,female,3,71.434,281.18,23.089,59.656,Medium
0,1,male,1,61.236,266.28,16,54.421,Medium
0,2,male,0,48.612,338.77,15.829,61.217,Medium
0,2,male,2,41.253,334.86,17.674,0,Medium
0,3,male,3,53.366,248.04,17.44,48.717,Medium
1,2,female,0,55.477,305.95,17.044,39.295,Low
0,2,female,3,61.106,462.11,12.849,76.248,Medium
0,2,male,1,43.215,290.06,16.26,52.938,Medium
0,1,female,0,66.545,302.33,12.747,51.974,Medium
2,3,female,2,71.788,242.24,19.053,53.259,Low
0,2,female,1,67.996,295.43,15.167,45.317,Medium
0,1,male,1,34.094,291.87,19.088,122.858,Low
1,2,female,1,43.219,378.52,18.755,92.906,Low
0,1,male,1,55.36,284.85,11.417,79.015,Low
0,2,male,2,68.657,329.05,16.642,56.04,Medium
0,1,female,1,34.019,234.83,13.096,59.717,Low
0,2,male,1,52.523,338.89,12.881,76.945,Medium
0,1,female,1,67.049,286.15,21.621,43.246,Low
0,2,male,2,63.58,337.83,16.256,56.141,Medium
0,2,male,0,81.74,405.29,14.253,48.17,Medium
0,1,female,0,75.406,351.79,19.592,50.811,Low
0,1,male,2,80.22,344.3,16.02,47.995,Low
2,4,male,1,63.311,311.87,16.037,61.701,Medium
0,3,male,2,66.339,429.87,13.653,81.089,Medium
1,5,male,1,88.795,361.59,18.512,58.502,High
1,3,male,0,49.363,288.66,14.496,78.638,Medium
0,1,male,0,53.504,356.34,17.715,69.26,Low
0,2,female,2,64.873,282.42,11.383,71.368,High
5,7,female,2,61.181,309.29,13.128,87.227,Medium
0,2,male,0,51.844,380.69,18.739,77.078,Medium
0,4,male,2,60.421,374.95,23.915,81.293,Medium
1,2,female,2,55.571,274.44,17.001,82.135,Medium
0,2,female,2,47.988,323.72,19.384,59.725,Medium
2,3,female,1,86.207,383.84,12.972,74.096,Low
3,5,male,0,60.726,308.02,17.443,65.266,Medium
2,4,male,0,52.249,357.28,9.556,41.626,Medium
0,1,female,1,66.251,274.7,15.378,43.578,Medium
1,3,female,1,49.527,242.98,14.67,56.324,Low
0,1,male,1,35.8,320.25,19.107,60.644,Low
0,2,male,3,68.884,320.72,19.734,54.808,Low
0,1,female,1,47.786,297.98,12.547,68.37,Low
0,1,female,1,78.883,459.92,14.5,64.71,Medium
0,1,male,0,46.108,369.5,8.223,58.097,Low
0,2,male,1,55.71,288.6,14.538,55.609,Medium
2,4,female,1,38.843,330.89,20.94,86.581,Medium
2,4,male,2,30.419,258.96,14.539,52.589,Medium
0,1,male,1,53.825,304.24,20.16,58.728,Low
0,2,male,2,81.497,359.15,16.46,48.59,Medium
0,1,female,0,80.253,354.42,15.777,44.563,Medium
2,4,male,3,85.276,320.83,17.981,34.523,Low
0,2,male,1,75.61,424.27,20.304,62.18,Medium
0,1,male,1,27.442,283.16,17.557,71.8,Medium
1,4,male,3,54.283,253.55,12.554,0,High
0,2,female,0,50.925,305.86,15.439,54.532,Medium
1,2,female,1,49.145,343.51,15.618,55.952,Low
1,4,male,1,74.584,459.18,15.611,46.36,Medium
0,2,male,2,67.867,300.99,12.311,61.161,Medium
0,2,male,2,34.256,323.92,14.748,74.81,Medium
0,2,male,1,83.798,336.19,19.743,69.354,Medium
0,2,female,1,68.391,257.86,18.911,65.524,Medium
2,4,male,0,53.993,342.79,17.699,53.016,Medium
0,2,male,0,48.07,397.1,21.958,64.167,Medium
0,2,female,1,43.327,310.42,12.098,85.071,Medium
2,4,male,1,44.316,238.18,22.7,49.134,High
3,4,female,1,44.133,488.97,17.179,50.148,Low
0,1,female,1,60.371,338.14,15.124,91.526,Low
0,1,female,0,66.454,300.32,16.162,51.504,Low
0,2,male,1,40.869,347.22,16.851,102.688,Low
0,1,female,2,42.824,301.05,18.754,68.168,Medium
0,4,male,1,36.724,256.22,14.479,79.275,Medium
1,2,female,2,69.088,282.88,16.387,37.385,Low
0,1,female,1,61.727,367.07,21.202,66.098,Medium
4,5,female,2,61.281,340.67,17.914,66.539,Medium
0,4,female,1,59.559,305.83,17.841,59.395,High
0,2,male,1,52.773,334.21,17.554,68.212,High
0,1,female,3,52.311,356,22.449,80.386,Low
0,2,male,1,73.929,313.29,20.715,87.939,Medium
0,1,female,3,85.694,316.04,17.475,127.398,Low
0,2,male,0,51.981,449.88,20.849,53.029,Medium
0,2,male,2,77.75,263.23,21.511,64.075,High
2,4,male,0,62.43,369.35,9.969,54.371,High
8,9,female,0,38.798,357.26,14.746,35.308,Medium
0,2,male,1,72.939,331.73,15.716,38.478,Medium
2,4,male,0,49.087,258,14.234,61.084,Medium
0,2,male,1,78.096,414.62,18.198,65.368,Medium
0,1,male,3,42.991,327.53,16.443,56.861,Low
0,1,male,0,61.196,388.18,16.786,68.496,Medium
1,3,female,0,67.445,356.21,21.472,80.312,Medium
0,1,male,1,73.199,365,17.248,57.312,Medium
0,1,female,2,50.022,222.7,19.168,42.129,Low
0,3,male,0,41.054,323.16,15.16,82.121,Medium
0,1,female,4,63.049,290.01,20.658,53.089,Medium
2,4,female,0,52.438,279.93,15.32,79.933,Medium
0,2,female,1,51.939,270.85,14.527,35.704,High
1,3,female,1,53.716,329.05,18.03,41.371,Medium
0,2,male,0,70.218,426.64,15.964,76.816,Low
1,2,male,2,43.018,289.08,12.545,44.628,Medium
0,1,female,0,63.998,285.84,16.776,70.251,Medium
0,2,male,0,51.312,237.28,21.003,86.908,Low
0,2,male,0,67.268,420.02,18.265,82.305,Medium
0,1,female,1,61.65,388.26,17.517,57.496,Low
0,2,male,0,76.517,288.86,18.722,48.286,High
0,1,female,1,53.829,297.28,11.76,51.955,Medium
0,2,male,1,62.591,406.96,16.128,71.419,Low
0,1,female,1,79.22,333.43,14.434,78.174,Low
0,2,male,0,59.915,345.6,14.315,42.723,Medium
0,2,male,1,61.653,335.56,15.673,62.173,High
0,2,female,0,40.951,307.4,22.515,80.84,High
2,4,male,0,60.656,374.35,13.075,60.685,Medium
0,2,male,1,65.471,248.8,18.794,44.726,Medium
0,3,male,1,74.551,284.23,13.448,57.526,High
0,2,female,0,48.31,278.76,20.275,67.976,Medium
1,2,female,2,62.077,287.1,13.889,75.023,Low
1,2,female,1,62.869,345.22,13.801,66.747,Medium
3,4,female,1,45.249,271.39,12.984,56.566,Medium
1,3,female,0,56.205,353.89,13.95,60.429,Medium
1,4,male,1,58.508,374.3,17.134,80.057,Medium
0,2,male,2,52.394,245.16,17.434,70.046,Medium
3,5,male,1,63.788,337.14,19.776,59.712,Medium
0,1,female,3,56.244,219.87,21.575,62.885,Low
2,4,male,1,77.72,306.3,20.126,73.479,Medium
0,2,male,0,38.572,342.71,16.595,64.871,Medium
2,4,male,1,61.104,369.23,13.467,67.244,Low
0,2,male,2,53.41,353.32,18.357,44.485,High
0,1,female,0,73.336,358.01,22.654,66.012,Low
0,1,female,0,21.651,234.52,18.307,80.056,Low
0,2,male,0,50.449,273.65,13.44,37.275,High
1,3,male,3,36.152,301.18,19.63,71.696,Medium
0,1,female,2,71.637,357.13,12.277,41.914,Low
2,4,male,3,40.756,310.72,17.701,51.801,Medium
0,1,male,1,60.737,348.52,17.647,0,Medium
0,2,male,2,65.238,268.64,17.713,57.523,Medium
0,2,male,0,45.745,275.02,17.426,72.874,Medium
0,2,male,1,62.812,333.17,18.789,77.607,Medium
0,1,male,1,54.253,240.07,17.602,54.751,Low
0,2,male,1,40.437,243.94,16.956,43.428,Medium
0,1,female,2,65.102,424.95,11.644,49.479,Low
0,2,female,0,42.864,233.31,16.332,53.42,Medium
0,3,male,2,58.282,256.8,16.795,60.544,Medium
2,6,male,1,60.762,388.3,20.874,78.602,High
0,1,female,0,56.055,302.76,13.159,53.943,Medium
0,2,male,1,56.694,355.09,17.226,36.227,Medium
0,2,male,1,48.643,400.34,15.982,92.37,High
0,2,male,0,47.818,283.04,12.717,75.858,Medium
3,6,female,1,56.431,320.26,17.389,56.57,Medium
0,2,female,3,66.16,287.83,19.095,77.611,Medium
0,2,female,2,59.966,375,19.358,88.018,Medium
0,1,female,1,41.617,310.29,16.326,42.351,Low
0,1,female,1,47.745,395.34,18.4,38.054,Medium
0,1,female,0,63.9,309.82,16.508,40.546,Low
1,2,female,1,76.745,294.17,20.911,60.651,Low
0,1,male,1,59.475,288.37,16.216,54.431,Low
0,2,male,0,42.654,353.7,12.323,75.611,Medium
0,2,female,1,68.338,378.49,18.845,58.755,Medium
0,2,male,1,50.46,302.11,13.222,47.707,Medium
0,1,male,1,50.677,378.84,21.763,89.812,Low
1,2,female,0,74.778,318.88,16.228,57.846,Low
3,7,female,1,57.46,263.01,19.322,45.109,Medium
2,4,male,0,89.43,376.37,16.828,53.763,Medium
2,4,male,1,63.635,399.73,20.006,81.099,Medium
0,2,male,1,79.771,434.36,11.894,28.559,Medium
0,1,female,1,47.897,289.07,14.922,65.689,Medium
2,4,male,0,67.833,264.43,19.574,86.537,Medium
4,6,male,1,48.165,314.05,18.924,81.349,Medium
2,4,male,2,63.904,297.74,16.836,53.713,Medium
1,2,female,0,65.311,284.74,15.006,60.159,Low
0,2,male,1,54.034,355.38,18.163,45.324,Low
0,1,female,1,74.91,285.55,22.63,0,Low
0,2,male,0,37.752,330.88,15.738,66.311,Medium
0,1,female,0,59.83,315.07,18.101,49.936,Medium
0,1,male,3,64.869,353.06,11.527,52.903,Low
2,4,male,1,67.631,364.54,22.14,0,Medium
1,2,female,0,29.057,234.38,16.084,73.914,Low
0,1,male,2,47.766,241.13,17.985,54.247,Low
0,2,male,1,57.055,259.63,14.776,51.182,Medium
0,1,male,2,60.302,186.4,16.692,43.711,Medium
2,3,female,1,31.693,252.47,15.619,41.149,Medium
0,1,female,2,64.554,246.84,12.968,55.869,Medium
2,4,male,2,49.517,402.63,17.038,68.78,Medium
0,2,female,0,37.213,296.85,16.989,57.627,Medium
0,2,male,2,73.068,278.25,17.449,70.382,Medium
2,4,male,2,61.296,356.3,13.936,82.752,Low
0,2,male,2,52.346,283.19,15.013,93.524,Medium
4,6,male,1,56.634,296.95,17.926,64.389,Medium
0,2,male,2,44.393,281.52,14.675,50.326,Medium
0,2,female,1,63.202,314.15,22.391,94.555,Medium
0,1,female,1,70.064,320.25,13.112,47.003,Medium
1,3,male,2,58.386,312.65,13.711,44.353,Medium
1,3,male,1,48.714,304.95,18.162,64.495,Medium
0,1,female,2,60.864,301.35,19.683,49.594,Low
4,6,female,1,55.124,321.03,20.664,64.485,Medium
0,2,male,0,64.432,383.68,16.414,80.368,High
1,3,male,0,49.643,277.26,17.594,58.271,Medium
0,2,male,2,74.586,385.46,22.294,65.973,Medium
0,1,female,1,51.191,253.84,24.495,48.486,Low
0,1,female,5,61.288,404.55,15.052,70.844,Low
0,1,female,5,47.918,309.87,14.169,0,Low
1,2,female,1,85.025,458.59,16.935,45.797,Medium
0,2,female,1,69.169,324.49,11.852,43.323,High
0,1,male,2,69.59,282.72,15.953,47.858,Low
1,2,female,1,57.96,389.1,20.539,72.141,Medium
0,2,male,2,32.828,258.07,15.903,63.789,Medium
0,2,male,1,39.105,204.87,16.265,65.553,Medium
1,3,male,0,53.435,269.25,15.356,54.477,Medium
1,4,male,1,39.676,226.42,19.943,45.72,Medium
2,3,female,0,47.353,321.53,16.365,57.541,Low
2,4,female,3,70.517,330.92,15.346,26.424,Medium
