Platform,genre,avg.review,daily.listens,total.reviews,subscribers
Apple Podcasts,Documentary,4.65,4352.62,953,632.73
Apple Podcasts,Documentary,2.97,4396.77,1092,947.8
Apple Podcasts,News & Culture,4.36,4440.09,767,368.19
BBC Sounds,News & Culture,4.83,4226.8,927,477.62
Apple Podcasts,News & Culture,4.62,4293.22,777,586.73
Apple Podcasts,Documentary,4.57,4542.41,1367,766.98
Spotify,Comedy,4.15,4575.73,1031,395.02
Apple Podcasts,News & Culture,4.7,4669.02,1046,407.49
Apple Podcasts,Comedy,3.95,4740.19,1101,419.92
Apple Podcasts,Documentary,4.66,4301.75,962,662.01
Apple Podcasts,Documentary,4.04,4295,1025,738.41
Apple Podcasts,Documentary,4.53,4207.51,1002,489.94
Apple Podcasts,Documentary,4.83,4564.51,1163,842.54
Apple Podcasts,Comedy,4.52,4678.48,1035,359.3
Apple Podcasts,Documentary,4.5,4503.95,1129,667.06
Apple Podcasts,Comedy,5,4689.49,896,648.59
Apple Podcasts,Documentary,4.75,4158.18,747,712.98
Apple Podcasts,Comedy,4.52,4794.59,876,611.23
Spotify,Documentary,3,4429.62,846,762.13
Apple Podcasts,News & Culture,4.5,4201.64,949,526.52
Apple Podcasts,Comedy,4.32,4796.89,1185,565.01
BBC Sounds,News & Culture,4.49,4459.33,1105,554.91
Spotify,Documentary,4.59,4374.37,674,771.48
Spotify,News & Culture,4.36,4593.12,656,733.75
Apple Podcasts,Documentary,4.58,4409.77,1228,654.98
Apple Podcasts,News & Culture,4.62,4385.25,815,448.88
Spotify,Comedy,4.58,4765.59,993,385.86
Apple Podcasts,Comedy,4.91,4611.45,819,466.18
Apple Podcasts,Comedy,3.92,4628.26,838,556.65
Apple Podcasts,Comedy,3.36,4732.74,1105,598.98
Apple Podcasts,Comedy,4.78,4688.87,1011,510.76
Apple Podcasts,Comedy,5,4684.19,926,540.67
Apple Podcasts,Comedy,4.57,4729.95,1262,455.53
Apple Podcasts,Comedy,4.09,4973.37,1091,635.58
Apple Podcasts,News & Culture,4.67,4524.06,916,538.63
Apple Podcasts,Documentary,4.24,4261.99,820,815.62
Apple Podcasts,Comedy,4.09,4726.71,678,772.04
Apple Podcasts,News & Culture,5,4272.84,842,562.48
Spotify,News & Culture,4.6,4446.61,883,333.92
Apple Podcasts,Documentary,4.66,4358.26,814,981.65
Apple Podcasts,News & Culture,4.35,4635.76,904,538.16
Apple Podcasts,Documentary,4.4,4369.81,896,690.85
YouTube,Comedy,4.4,4772.49,926,529.12
Apple Podcasts,Comedy,5,4686.32,1142,334.31
Apple Podcasts,Comedy,4.61,4778.49,1185,624.37
Apple Podcasts,Comedy,4.62,4993.59,970,844.44
Apple Podcasts,Comedy,4.14,4778.78,853,607.05
Spotify,News & Culture,3.53,4375,717,615.49
Apple Podcasts,Comedy,4.08,4643.5,964,508.3
Spotify,News & Culture,4.58,4402.89,1022,524.11
Apple Podcasts,Comedy,3.62,4737.62,1071,536.09
Apple Podcasts,News & Culture,4.83,4355.99,979,394.99
Apple Podcasts,Comedy,4.42,4733.16,937,711.6
YouTube,Documentary,4.36,4381.97,981,782.46
Apple Podcasts,Documentary,4.43,4399.13,1142,824.96
Apple Podcasts,News & Culture,4.02,4483.46,950,441.23
Apple Podcasts,Comedy,4.7,4598.72,775,365.9
Spotify,Documentary,4.44,4415.63,872,763.14
Apple Podcasts,Documentary,4,4421.14,1241,825.7
Apple Podcasts,Documentary,4.62,4439.77,1030,975.25
YouTube,Comedy,3,4693.55,896,593.4
Apple Podcasts,Comedy,4.48,4672.43,1035,404.54
Apple Podcasts,News & Culture,4.42,4381.93,731,751.35
Apple Podcasts,Documentary,3.5,4487.63,1251,938.49
Apple Podcasts,News & Culture,4.23,4669.62,1079,428.15
Apple Podcasts,Comedy,4.27,4585.07,948,611.9
Apple Podcasts,News & Culture,4.55,4510.58,1012,331.76
Apple Podcasts,Documentary,4.01,4290.24,1085,845.81
YouTube,Documentary,2.91,4467.85,1022,664.76
Apple Podcasts,News & Culture,4.14,4173.43,653,570.46
Apple Podcasts,News & Culture,5,4378.61,1167,386.96
Apple Podcasts,News & Culture,4.27,4496.47,721,617.94
Apple Podcasts,Documentary,4.59,4146.05,863,684.17
Apple Podcasts,Documentary,4.29,4427.52,1308,773.55
Apple Podcasts,News & Culture,4.81,4520.69,849,318.21
Apple Podcasts,News & Culture,4.17,4586.07,699,429.22
Apple Podcasts,Documentary,4.71,4244.06,893,816.89
Apple Podcasts,Comedy,4.11,4640.15,975,634.92
Spotify,Documentary,3.86,4397.8,887,807.93
Apple Podcasts,News & Culture,3,4762.48,788,608.15
Apple Podcasts,Documentary,4.72,4348.74,1015,718.59
Apple Podcasts,Comedy,4.68,4800.6,1106,657.54
Apple Podcasts,Documentary,4.58,4340.42,766,678.62
Apple Podcasts,Comedy,4.4,4635.1,1039,447.52
Spotify,Comedy,4.12,4786.85,1221,530.05
Apple Podcasts,News & Culture,4.66,4521.83,877,696.39
Apple Podcasts,News & Culture,4.79,4346.95,1026,527.35
Apple Podcasts,Comedy,4.57,4818.61,1201,496.65
Apple Podcasts,News & Culture,4.69,4550.54,1044,468.16
Apple Podcasts,Documentary,3.82,4319.01,875,943.4
Apple Podcasts,Documentary,5,4408.57,1003,884.07
Spotify,Comedy,4.26,4600.31,806,821.77
Spotify,Documentary,4.85,4600.49,780,979.42
YouTube,News & Culture,4,4312.14,590,460.39
YouTube,Comedy,4.85,4767.73,904,504.91
Apple Podcasts,Documentary,3.77,4315.76,1027,954.87
Spotify,Documentary,4.39,4191.76,770,683.6
Apple Podcasts,Documentary,4.15,4348.66,893,838.28
Apple Podcasts,News & Culture,3.66,4303.87,980,446.35
Apple Podcasts,Documentary,4.18,4327.15,1004,670.56
Apple Podcasts,Comedy,4.5,4533.71,826,514.09
Apple Podcasts,Comedy,4.34,4615.1,675,621.44
Apple Podcasts,News & Culture,4.83,4437.74,869,504.27
Apple Podcasts,Comedy,4.23,4653.7,810,527.85
Apple Podcasts,News & Culture,4.91,4591.63,1073,436.75
Apple Podcasts,Comedy,4.52,4655.79,854,404.55
Apple Podcasts,Documentary,5,4310.2,1134,639.92
Apple Podcasts,Comedy,4.82,4683.79,900,563.86
Apple Podcasts,Documentary,4.2,4302.06,1066,942.07
Apple Podcasts,Comedy,4.83,4787.79,1272,490.47
Apple Podcasts,Comedy,4.59,4703.11,753,544.53
Apple Podcasts,Documentary,4.42,4388.38,1000,749.99
BBC Sounds,News & Culture,4.18,4775.73,1068,416.56
Apple Podcasts,Documentary,4.47,4327.42,1070,767.19
Apple Podcasts,Comedy,4.25,4597.52,1016,354.58
Apple Podcasts,News & Culture,4.6,4412.83,1024,395.22
Apple Podcasts,News & Culture,4.46,4393.49,646,819.51
YouTube,News & Culture,4.05,4614.38,925,798.11
Apple Podcasts,News & Culture,4.25,4426.24,864,401.97
Apple Podcasts,Comedy,3.64,4569.18,898,412.44
Apple Podcasts,Comedy,4.29,4667.46,989,206.23
Spotify,Comedy,4.21,4533.1,851,635.43
Spotify,Documentary,4.5,4358.82,1136,1034.94
Apple Podcasts,Documentary,4.09,4363.11,891,830.35
Apple Podcasts,News & Culture,4.2,4602.05,903,438.71
Apple Podcasts,Documentary,4.35,4386.23,1186,786.18
Apple Podcasts,Documentary,4.93,4201.48,888,663.01
Spotify,Comedy,3.88,4814.53,993,594.33
Apple Podcasts,Documentary,4.67,4362.14,906,1026.82
Apple Podcasts,Documentary,4.16,4439.3,1246,905.81
Apple Podcasts,News & Culture,4.25,4462.17,759,590.55
Apple Podcasts,Documentary,4.84,4276.25,889,722.99
Apple Podcasts,Documentary,4.05,4356.06,993,772.87
Apple Podcasts,News & Culture,4.4,4452.99,1212,384.98
Apple Podcasts,News & Culture,4.62,4357.24,1027,487.11
Apple Podcasts,Comedy,4.15,4690.42,846,537.89
Apple Podcasts,Comedy,4.9,4721.4,944,515.96
Apple Podcasts,Documentary,4.67,4477.61,1107,690.84
Apple Podcasts,Documentary,4.75,4445.85,1128,896.3
YouTube,News & Culture,4.14,4547.5,1052,378.79
Apple Podcasts,Comedy,3.91,4696.04,920,629.5
Apple Podcasts,Comedy,4.22,4633.35,1097,474.2
BBC Sounds,Documentary,5,4333.43,956,896.7
Apple Podcasts,Comedy,4.17,4399.43,925,398.33
Apple Podcasts,News & Culture,4.75,4591.46,1218,457.89
Apple Podcasts,Documentary,3.98,4424.08,1369,738.84
Apple Podcasts,Documentary,4.5,4355.93,993,666.92
YouTube,Documentary,4.39,4272.25,1153,597.54
Apple Podcasts,News & Culture,4.32,4683.79,1139,570.13
Apple Podcasts,News & Culture,5,4230.98,878,439.67
Apple Podcasts,Comedy,4.66,4878.93,1068,566.54
Apple Podcasts,News & Culture,4.37,4757.58,1193,393.6
Apple Podcasts,Documentary,3,4181.73,714,773.41
Spotify,News & Culture,4.18,4426.77,863,555.54
Apple Podcasts,Documentary,4.8,4463.68,1195,684.86
YouTube,Documentary,5,4483.92,1008,855.76
Apple Podcasts,Documentary,3.91,4376,822,1013.15
Apple Podcasts,News & Culture,4.77,4355.35,772,428.15
Apple Podcasts,Comedy,4.69,4652.47,1285,394.86
Apple Podcasts,Comedy,2.61,4546.26,970,562.41
Spotify,News & Culture,5,4210.67,665,380.01
Apple Podcasts,Documentary,4.45,4445.85,1014,910.12
Apple Podcasts,News & Culture,5,4395.55,820,560.39
BBC Sounds,News & Culture,4.5,4742.1,1041,584.49
Spotify,Comedy,4.9,4560.46,690,426.14
Apple Podcasts,Documentary,4.38,4292.06,938,626.32
Spotify,News & Culture,4.06,4613.04,955,489.75
Apple Podcasts,News & Culture,4.71,4416.57,1052,255
YouTube,News & Culture,4.8,4481.34,687,397.64
Apple Podcasts,Comedy,4.74,4669.31,907,469.54
YouTube,News & Culture,4.16,4713.74,885,621.95
Apple Podcasts,News & Culture,4.79,4651.01,954,622.94
Apple Podcasts,Documentary,4.05,4166.31,1056,614.58
YouTube,Documentary,4.24,4178.4,854,788.72
Apple Podcasts,Comedy,3.91,4865.97,1284,537.02
Apple Podcasts,Documentary,4.44,4226.57,1150,594.44
YouTube,Comedy,4.04,4614.75,687,559.15
Apple Podcasts,News & Culture,3.59,4697.35,918,526.59
YouTube,Documentary,4.71,4396.67,1081,517.57
Apple Podcasts,Comedy,4.59,4791.9,936,489.96
Apple Podcasts,Comedy,4.46,4903.01,1164,614.1
Apple Podcasts,Documentary,4.8,4425.28,1209,700.48
Apple Podcasts,Comedy,5,4832.61,1244,494.85
Apple Podcasts,Comedy,4.85,4641.58,913,661.95
Apple Podcasts,Documentary,4.59,4403.65,978,879.37
Apple Podcasts,Comedy,4.14,4701.35,862,462.63
Apple Podcasts,Comedy,4.66,4693.25,1045,332.24
Apple Podcasts,Documentary,4.5,4318.19,1094,750.87
Spotify,News & Culture,4.95,4620.11,897,434.71
Apple Podcasts,Documentary,4.65,4290.13,913,792.15
Apple Podcasts,News & Culture,5,4476.5,805,426.14
Apple Podcasts,Comedy,3.7,4732.23,990,557.93
Spotify,News & Culture,3.54,4639.54,1160,432.87
Apple Podcasts,Documentary,4.5,4449.04,1085,853.63
Spotify,Comedy,4.22,4719.39,956,525.09
Apple Podcasts,News & Culture,4.15,4471.09,650,423.24
Apple Podcasts,News & Culture,5,4366.24,693,583.24
Apple Podcasts,Comedy,4.27,4688.26,668,523.2
Apple Podcasts,Documentary,4,4233.46,887,764.97
Apple Podcasts,News & Culture,4.53,4728.77,907,845.94
Apple Podcasts,News & Culture,4.18,4474.39,658,617.89
Apple Podcasts,Documentary,4.88,4298.31,1016,879.44
Apple Podcasts,Documentary,4.64,4265.85,920,878.32
YouTube,Documentary,4.24,4373.82,875,1058.26
Spotify,News & Culture,5,4543.03,1150,380.14
Apple Podcasts,News & Culture,5,4546.43,966,727.27
Spotify,Comedy,4.15,4659.29,921,544.29
Spotify,Documentary,3,4094.94,1014,579.68
Apple Podcasts,Comedy,4.18,4650.87,945,666.16
Apple Podcasts,Documentary,4.37,4083.73,944,652.26
Spotify,Documentary,4.66,4463.76,1037,1082.52
YouTube,News & Culture,3.68,4466.05,807,328.01
Apple Podcasts,News & Culture,4.28,4452.19,806,651.4
Apple Podcasts,Documentary,5,4307.86,1034,667.72
Spotify,News & Culture,4.35,4523.07,907,437.72
Apple Podcasts,Documentary,4.46,4191.12,985,699.76
Apple Podcasts,Documentary,4.2,4384.89,1174,694.44
Apple Podcasts,News & Culture,4.83,4591.45,1041,705.02
Apple Podcasts,Documentary,4.71,4319.58,805,1028.17
Apple Podcasts,Documentary,4.37,4374.98,855,1047.24
Apple Podcasts,News & Culture,4.8,4555.66,1064,487.29
YouTube,Comedy,4.46,4566.31,784,639.32
Apple Podcasts,Comedy,4.36,4672.27,731,692.85
Apple Podcasts,Documentary,4.5,4530.46,1108,959.84
Apple Podcasts,Documentary,3.92,4252.61,978,771.08
Apple Podcasts,News & Culture,5,4626.01,1036,509.01
Apple Podcasts,News & Culture,4.64,4292.81,518,601.25
YouTube,Documentary,4.28,4404.84,912,740.01
Apple Podcasts,Comedy,2,4579.25,1081,419.25
Apple Podcasts,Documentary,5,4303.27,1217,755.27
Apple Podcasts,Documentary,4.14,4394.07,1125,822.29
Apple Podcasts,Comedy,4.36,4566.6,629,846.65
Apple Podcasts,News & Culture,4.65,4575.34,1235,378.45
Apple Podcasts,Documentary,4.69,4344.51,1322,710.06
Spotify,Documentary,4.63,4471.11,901,770.63
Apple Podcasts,Comedy,4.5,4830.4,1221,380.99
Apple Podcasts,Documentary,3.5,4492.38,1121,628.27
Apple Podcasts,Comedy,4.87,4852.17,873,649.91
Spotify,Documentary,4,4189.94,960,917.6
Apple Podcasts,Documentary,4.13,4310.87,991,761.01
Apple Podcasts,News & Culture,4.86,4516.19,1050,587.25
Apple Podcasts,News & Culture,4.84,4721.16,979,636.13
Apple Podcasts,News & Culture,4.4,4470.49,1068,431.54
Apple Podcasts,Comedy,4.59,4788.9,1116,577.72
Spotify,Comedy,4.73,4760.36,1300,444.12
Apple Podcasts,Comedy,4.2,4592,1110,539.15
Apple Podcasts,Comedy,4.66,4602.36,837,476.11
Spotify,Documentary,4.37,4360.97,1094,982.36
Apple Podcasts,Documentary,4.07,4563.24,1299,725.19
Spotify,News & Culture,4.16,4370.67,852,334.66
Apple Podcasts,Comedy,4.73,4603.06,1194,434.72
Apple Podcasts,News & Culture,4.66,4726.68,1103,480.38
Apple Podcasts,Comedy,4.71,4798.95,907,586.12
Apple Podcasts,News & Culture,4.63,4546.42,828,640.74
Apple Podcasts,Documentary,4.59,4296.62,1026,694.42
Apple Podcasts,Documentary,4.72,4284.93,1139,793.46
Apple Podcasts,Documentary,4.2,4371.46,1018,858.6
Apple Podcasts,Comedy,5,4674.99,1048,532.82
Apple Podcasts,Comedy,4.5,4927.78,1208,541.95
BBC Sounds,News & Culture,4.73,4632.48,1060,824.13
Apple Podcasts,Documentary,4.36,4242.33,1215,547.22
YouTube,News & Culture,4.82,4486.16,990,543.75
YouTube,News & Culture,4.09,4442.02,732,593.91
Apple Podcasts,Documentary,4.33,4406.41,1250,524.62
Apple Podcasts,Comedy,4.7,4702.62,1108,414.67
Spotify,Documentary,4.28,4408.27,1097,1020.27
Apple Podcasts,Comedy,4.78,4646.4,700,647.65
Apple Podcasts,Documentary,4.73,4459.62,1025,715.86
Apple Podcasts,News & Culture,3,4553.6,1019,453.9
Spotify,News & Culture,4.56,4539.77,1118,558.11
Apple Podcasts,Comedy,4.68,4897.59,1104,549.69
Apple Podcasts,Comedy,4.12,4714.58,971,538.84
YouTube,News & Culture,4.56,4392.36,758,669.62
YouTube,News & Culture,4.81,4214.15,699,540.4
Apple Podcasts,Documentary,4.9,4265.33,1057,713.62
Apple Podcasts,News & Culture,4.73,4426.4,939,557.67
Spotify,Comedy,4.52,4513.14,940,621.84
Apple Podcasts,News & Culture,4.85,4602.98,934,645.8
Apple Podcasts,Documentary,4,4352.99,746,1027.86
Apple Podcasts,Comedy,4.53,4687.36,834,752.04
Apple Podcasts,Comedy,4.29,4886.65,902,669.15
Spotify,Comedy,4.66,4735.76,890,607.71
Spotify,Comedy,5,4599.45,736,592.6
Apple Podcasts,Documentary,3.5,4272.17,932,727.59
Apple Podcasts,News & Culture,3.17,4540.26,1080,705.99
Apple Podcasts,News & Culture,4.29,4464.07,835,542.4
Apple Podcasts,Comedy,4.23,4491.18,958,563.06
Apple Podcasts,Documentary,4.45,4320.25,975,833.67
Apple Podcasts,Documentary,4.35,4474.6,1233,834.41
Apple Podcasts,Documentary,4.65,4289.3,961,763.57
Apple Podcasts,Documentary,4.09,4464.9,1021,895.44
Apple Podcasts,News & Culture,4.66,4465.5,919,459.46
Apple Podcasts,Documentary,3.88,4450.17,1040,875.48
Apple Podcasts,Comedy,4.1,4833.61,1260,504.95
Apple Podcasts,Comedy,4.4,4598.96,1221,458.68
Apple Podcasts,Comedy,4.85,4719.07,843,435.17
Apple Podcasts,News & Culture,4.5,4538.25,1133,294.88
Apple Podcasts,Comedy,100,4693.18,0,661.94
Apple Podcasts,Documentary,4.3,4292.53,915,712.42
Apple Podcasts,Documentary,4.62,4302.2,903,802.41
Spotify,Comedy,4.35,4666.44,1099,489.66
Apple Podcasts,News & Culture,4.14,4456.64,541,619.06
Spotify,Documentary,4.36,4251.69,902,595.48
Apple Podcasts,News & Culture,4.25,4632.95,1043,446.53
Spotify,Comedy,4.48,4786.57,1047,509.58
Spotify,Comedy,4.12,4700.37,935,578.79
Apple Podcasts,Comedy,4.59,4567.81,739,493.83
Apple Podcasts,Comedy,4.75,4500.27,990,314.09
Apple Podcasts,Comedy,4,4696.69,1147,642.77
Spotify,News & Culture,5,4582.39,960,541.47
BBC Sounds,Comedy,4.6,4735.47,773,600.11
Spotify,News & Culture,4.75,4422.17,777,427.03
Apple Podcasts,News & Culture,4,4430.26,813,586.38
Apple Podcasts,Documentary,4.69,4199.5,756,731.68
Apple Podcasts,Documentary,5,4434.28,1049,891.04
YouTube,Comedy,4.5,4849.19,1106,694.32
Apple Podcasts,Comedy,4.56,4552.3,801,494.69
Apple Podcasts,Documentary,4.6,4315.92,790,1106.81
Apple Podcasts,Documentary,4.11,4191.11,1226,838.02
Apple Podcasts,Comedy,3.73,4708,1226,667.78
Apple Podcasts,Documentary,3.98,4432.05,1285,769.61
Apple Podcasts,Documentary,3.6,4408.58,1016,708.2
Apple Podcasts,News & Culture,4.69,4576.87,922,526.02
Apple Podcasts,Documentary,4.72,4323.05,822,799.16
Apple Podcasts,Comedy,4.4,4813.82,935,596.69
Apple Podcasts,Comedy,4.3,4569.3,834,811.05
Apple Podcasts,Comedy,4.07,4441.69,839,416.75
Spotify,News & Culture,3.97,4553.53,976,484.97
Spotify,Comedy,4.71,4689.85,916,679.36
Apple Podcasts,Documentary,3.68,4273.21,939,774.16
Apple Podcasts,Documentary,3.93,4291.08,1185,628.14
Apple Podcasts,Documentary,4.2,4094.45,696,655.77
YouTube,Comedy,4,4665.99,945,369.05
Apple Podcasts,News & Culture,4.33,4497.94,803,413.37
Apple Podcasts,Documentary,4.83,4523.51,1448,756.67
Spotify,News & Culture,4.7,4491.17,866,536.08
Apple Podcasts,Documentary,3.9,4316.72,1000,1174.99
Apple Podcasts,Documentary,4.54,4216.27,927,778.94
Apple Podcasts,Documentary,4.52,4388.41,1036,692.66
Apple Podcasts,News & Culture,4.18,4489,790,529.95
Apple Podcasts,Comedy,4.8,4660.98,881,322.1
Apple Podcasts,Comedy,4.7,4600.32,803,572.46
Spotify,Documentary,4.2,4191.26,1067,608.05
Apple Podcasts,Documentary,4.24,4455.49,1166,855.33
Apple Podcasts,Documentary,4.28,4212.38,940,792.67
YouTube,News & Culture,4.22,4469.7,971,545.73
Spotify,News & Culture,4.74,4501.97,886,773.77
Apple Podcasts,Comedy,4.26,4635.19,969,450.43
Apple Podcasts,Documentary,4.7,4219.71,849,690.71
Apple Podcasts,Comedy,4.89,4903.97,987,828.98
Apple Podcasts,Documentary,4.75,4424.54,826,759.83
YouTube,Comedy,3.92,4793.34,923,759.19
Spotify,Documentary,4.51,4336.63,1043,795.55
Apple Podcasts,Comedy,4.55,4805.25,863,573.46
Spotify,News & Culture,4.71,4330.57,1051,589.77
Apple Podcasts,Documentary,4.66,4326.98,1012,676.34
Apple Podcasts,News & Culture,4.35,4493.52,897,776.62
Spotify,Documentary,4.4,4311.2,1034,666.2
Apple Podcasts,Comedy,4.4,4714.2,801,635.44
YouTube,Documentary,4.12,4404.71,903,912.89
Apple Podcasts,Documentary,5,4299.25,789,868.06
Apple Podcasts,News & Culture,4.66,4496.91,873,622.07
YouTube,Documentary,4.41,4346.61,1092,869.6
Apple Podcasts,Documentary,4.5,4389.84,932,974.58
Apple Podcasts,Comedy,4.28,4593.83,1018,498.5
Apple Podcasts,Comedy,4.73,4652.17,823,636.5
Spotify,News & Culture,4.66,4289.63,443,505.29
Apple Podcasts,Documentary,4.62,4404.55,1242,784.88
Spotify,Documentary,4.51,4417.27,1138,805.83
Spotify,News & Culture,3.67,4365.51,660,701.7
Apple Podcasts,Comedy,4.76,4489.78,666,419.3
YouTube,Comedy,3.55,4531.98,943,543.71
Apple Podcasts,News & Culture,3.43,4500.72,940,501.52
Apple Podcasts,Comedy,4.54,4636.78,725,685.2
Apple Podcasts,Documentary,4.38,4384.01,908,699.16
Spotify,Comedy,4.53,4660.26,866,472.12
Apple Podcasts,News & Culture,0,4542.37,0,261.16
Apple Podcasts,Documentary,3.25,4402.03,1155,996.27
Apple Podcasts,News & Culture,4.35,4260.94,1172,234.26
Spotify,News & Culture,4.49,4557.83,980,662.68
Apple Podcasts,Documentary,3.63,4277.02,1127,752.32
Apple Podcasts,Documentary,4.74,4447.85,919,785.93
Apple Podcasts,News & Culture,4.64,4384.42,956,708.77
Spotify,Comedy,4.7,4638.76,1034,539.21
Apple Podcasts,Documentary,4.42,4388.15,961,762.01
Apple Podcasts,Documentary,4.27,4168.45,806,613.98
Apple Podcasts,Comedy,4.42,4723.15,722,729.04
Apple Podcasts,News & Culture,2.5,4616.79,1092,587.64
Apple Podcasts,Comedy,3.81,4763.22,1200,582.24
Apple Podcasts,Documentary,4.36,4335.1,958,697.2
YouTube,Documentary,4.38,4416.06,1193,519.61
Apple Podcasts,News & Culture,4.71,4397.28,739,558.98
BBC Sounds,News & Culture,4.5,4209.51,688,412.17
Spotify,News & Culture,4.35,4694.44,1228,510.8
Apple Podcasts,News & Culture,4.19,4533.75,834,480.02
Apple Podcasts,News & Culture,4.64,4647.55,1228,352.96
Apple Podcasts,Comedy,4.64,4475.44,663,664.2
Spotify,Documentary,4.81,4166.9,1076,599.77
Apple Podcasts,Comedy,4.87,4548.61,725,448.14
Apple Podcasts,News & Culture,4.8,4719.85,1074,628.82
Apple Podcasts,News & Culture,4.27,4665.74,1175,436.13
Apple Podcasts,Comedy,4.38,4745.6,1015,511.39
Spotify,News & Culture,4.71,4418.75,870,434.98
Apple Podcasts,Documentary,4.7,4407.4,978,888.27
BBC Sounds,Comedy,4.59,4756.12,854,439.97
YouTube,Documentary,4,4222.64,783,870.6
Apple Podcasts,Comedy,3.5,4538.2,852,473.03
Apple Podcasts,Documentary,0,4389.76,0,829.28
BBC Sounds,News & Culture,4.67,4587.34,989,420.09
Apple Podcasts,News & Culture,4.13,4533.61,593,615.14
Apple Podcasts,News & Culture,4.44,4957.78,1245,727.54
Apple Podcasts,Documentary,4.77,4588.83,1000,884.93
Apple Podcasts,Documentary,4.47,4259.61,927,905.23
Apple Podcasts,News & Culture,4.5,4508.48,583,577.31
Apple Podcasts,News & Culture,4.74,4516.06,1089,232.76
YouTube,Documentary,4.69,4359.54,889,777.8
Spotify,News & Culture,5,4546.38,635,606.83
Spotify,Documentary,4.35,4459.49,1146,841.43
YouTube,Comedy,4.81,4652.54,932,595.48
Apple Podcasts,Documentary,4,4347.75,1113,981.03
Spotify,Comedy,4.52,4713.73,1030,560.07
Spotify,Documentary,5,4240.06,1281,470.97
YouTube,News & Culture,4.07,4634.12,782,772.74
Apple Podcasts,Documentary,4.58,4241.18,908,872.21
YouTube,News & Culture,4.34,4367.58,849,623.76
Spotify,Documentary,3.76,4301.56,984,815.22
Apple Podcasts,Documentary,4.26,4438.69,1208,680.17
Apple Podcasts,News & Culture,4.16,4495.21,1111,389.52
BBC Sounds,Documentary,4.76,4247.77,1048,726.19
Apple Podcasts,Documentary,3.03,4355.1,934,687.92
Apple Podcasts,News & Culture,4.82,4408.11,751,255.31
Apple Podcasts,Documentary,4.07,4219.22,722,1004.11
YouTube,Comedy,4.75,4643,972,213.63
Spotify,News & Culture,4.6,4554.59,973,553.83
Apple Podcasts,Comedy,4.6,4673.06,907,669.84
Apple Podcasts,Comedy,3.81,4625.5,1028,344.99
Apple Podcasts,Documentary,3.66,4354.04,931,1019.54
YouTube,News & Culture,4.45,4436.03,684,524.65
Apple Podcasts,Comedy,4.68,4813.9,1057,599.73
Apple Podcasts,Documentary,3.8,4338.66,669,821.22
Apple Podcasts,Documentary,5,4303.57,1012,769.74
Apple Podcasts,News & Culture,4.61,4457.29,1006,405.54
Apple Podcasts,Documentary,4.58,4403.34,984,936.05
Apple Podcasts,Documentary,5,4393.14,950,907.54
Apple Podcasts,Comedy,4.19,4661.82,731,433.01
Apple Podcasts,News & Culture,4.58,4620.49,1029,511.04
Apple Podcasts,News & Culture,3.51,4558.49,826,437.25
Apple Podcasts,Comedy,3.79,4512.94,886,606.44
Spotify,Documentary,4.15,4532.62,955,960.08
Apple Podcasts,News & Culture,4.32,4737.06,907,690.47
Apple Podcasts,Documentary,5,4383.26,932,753.62
Apple Podcasts,Comedy,3.93,4794.38,833,641.64
Apple Podcasts,News & Culture,4,4366.24,857,382.74
YouTube,Comedy,4.41,4849.63,1049,637.97
Apple Podcasts,Documentary,5,4201.53,706,826.2
Spotify,News & Culture,4.66,4132.49,741,375.39
Apple Podcasts,News & Culture,4.45,4266.15,1035,464.26
Apple Podcasts,Comedy,4.61,4889.96,658,566.41
Apple Podcasts,Documentary,4.14,4399.27,1024,958
Apple Podcasts,News & Culture,4.54,4612.55,1212,535.82
Spotify,Comedy,4.41,4844.51,1017,485.16
Apple Podcasts,Comedy,4.7,4690.09,681,681.41
Apple Podcasts,Documentary,4.3,4406.89,1158,660.75
Apple Podcasts,News & Culture,4.64,4417.21,960,438.68
YouTube,Comedy,4.46,4518.01,881,335.03
Apple Podcasts,News & Culture,2.85,4533.87,757,561.3
Spotify,Comedy,5,4792.81,1055,673.51
Apple Podcasts,Documentary,4.24,4292.87,1015,815.24
Spotify,Documentary,4.57,4541.92,975,868.48
Spotify,News & Culture,4.33,4393.92,909,301.38
Apple Podcasts,Comedy,3.97,4869.21,936,746.95
YouTube,Comedy,4.53,4942.26,970,535.23
Apple Podcasts,News & Culture,4.06,4085.31,944,251.33
Apple Podcasts,Comedy,4.16,4788.77,1125,598.71
Apple Podcasts,News & Culture,3.48,4409.86,936,407.86
Apple Podcasts,Comedy,4.56,4643.29,581,594.71
Spotify,Documentary,4.79,4331.99,643,991.57
Apple Podcasts,Comedy,4.69,4779.72,1035,378.47
Apple Podcasts,Documentary,3.8,4194.47,927,759.87
Apple Podcasts,Comedy,3.91,4647.46,951,584.61
Apple Podcasts,Documentary,4.24,4418.81,1158,1005.93
Apple Podcasts,Documentary,5,4388.93,1169,940.16
Apple Podcasts,Documentary,3.83,4416.24,1179,966.86
YouTube,News & Culture,4.82,4752.59,794,698.36
Spotify,News & Culture,4.16,4456.72,837,497.65
Apple Podcasts,News & Culture,3.84,4257.14,724,289.36
Spotify,Comedy,4.66,4665.2,1084,640.47
Apple Podcasts,Comedy,3.75,4817.49,1169,586.66
Apple Podcasts,Comedy,4,4605.08,989,451.28
Apple Podcasts,Documentary,2.94,4419.36,964,856.44
